user_id,recency,frequency,monetary,total_actions,cluster,cluster_label
56399419,1,0,0.0,271,1,高价值核心用户
66293783,2,3,343.26,710,2,一般用户
86717393,1,5,287.59,174,1,高价值核心用户
102429532,1,22,1076.61,200,1,高价值核心用户
107765078,1,2,151.47,1306,1,高价值核心用户
56981425,1,3,453.33,565,1,高价值核心用户
8692489,2,1,156.93,87,2,一般用户
55178016,2,6,529.16,227,2,一般用户
106292982,1,48,3171.98,242,5,一般用户
1364464,1,0,0.0,151,1,高价值核心用户
90500697,4,0,0.0,62,3,一般用户
97130073,1,100,1861.41,943,5,一般用户
113418436,4,8,549.86,166,3,一般用户
140863269,1,78,2827.72,398,5,一般用户
66497070,1,77,2587.76,763,5,一般用户
120777483,1,3,243.2,140,1,高价值核心用户
21287960,3,0,0.0,452,2,一般用户
59127123,1,38,1992.31,1012,5,一般用户
72789014,3,0,0.0,120,2,一般用户
20719129,18,0,0.0,7,3,一般用户
122241072,1,1,84.21,225,1,高价值核心用户
2172795,1,0,0.0,1285,1,高价值核心用户
75225777,4,0,0.0,83,3,一般用户
79233582,1,0,0.0,334,1,高价值核心用户
23228065,1,0,0.0,129,1,高价值核心用户
125651053,2,0,0.0,1105,2,一般用户
24718279,1,1,10.0,249,1,高价值核心用户
109127316,1,0,0.0,462,1,高价值核心用户
93025063,5,4,212.38,110,3,一般用户
100772562,2,12,1244.47,236,2,一般用户
67511501,4,0,0.0,158,3,一般用户
81732161,1,4,236.03,300,1,高价值核心用户
26459606,1,0,0.0,152,1,高价值核心用户
103842377,1,46,3057.88,1239,5,一般用户
68225403,1,84,3229.39,673,5,一般用户
60457466,1,1,101.47,355,1,高价值核心用户
35603682,1,11,362.45,201,1,高价值核心用户
110762953,4,6,302.45,187,3,一般用户
87182757,1,1,10.0,473,1,高价值核心用户
39420666,1,8,710.66,1467,1,高价值核心用户
116409191,1,6,204.08,1044,1,高价值核心用户
72384905,1,2,305.6,583,1,高价值核心用户
130265990,1,10,675.13,341,1,高价值核心用户
21904099,8,0,0.0,54,3,一般用户
92583255,5,18,1401.03,236,3,一般用户
25163672,1,2,249.04,84,1,高价值核心用户
70222678,1,6,280.61,446,1,高价值核心用户
35202757,1,16,904.47,688,1,高价值核心用户
130820048,1,0,0.0,292,1,高价值核心用户
94421413,4,0,0.0,551,3,一般用户
72607632,2,15,519.98,282,2,一般用户
71290254,1,148,6409.43,697,0,一般用户
134993021,2,0,0.0,211,2,一般用户
105026849,1,2,344.53,579,1,高价值核心用户
4120403,1,70,3213.21,2069,5,一般用户
117336781,2,0,0.0,264,2,一般用户
137829350,1,45,2075.4,997,5,一般用户
99730920,1,17,1094.01,707,1,高价值核心用户
103094356,1,0,0.0,22,1,高价值核心用户
105310641,1,0,0.0,333,1,高价值核心用户
73729603,7,1,31.43,108,3,一般用户
117544930,1,86,3655.89,1632,5,一般用户
4346474,5,0,0.0,44,3,一般用户
75971112,1,6,383.18,91,1,高价值核心用户
44748590,1,96,4725.15,763,5,一般用户
80680284,1,0,0.0,212,1,高价值核心用户
75301433,1,4,387.89,262,1,高价值核心用户
10951366,7,0,0.0,18,3,一般用户
109689683,1,1,248.18,593,1,高价值核心用户
108369002,2,58,2810.47,800,5,一般用户
81595167,1,66,1448.15,632,5,一般用户
75702827,7,39,2319.35,472,3,一般用户
75821100,1,78,4068.01,1937,5,一般用户
45620035,1,0,0.0,503,1,高价值核心用户
84374385,1,0,0.0,186,1,高价值核心用户
114505674,1,3,466.87,1027,1,高价值核心用户
19902731,1,0,0.0,89,1,高价值核心用户
91713527,1,39,2207.23,635,5,一般用户
23613746,1,5,741.94,726,1,高价值核心用户
112628188,1,0,0.0,129,1,高价值核心用户
117873394,7,15,1432.16,613,3,一般用户
55257797,1,2,221.53,1504,1,高价值核心用户
41388946,1,2,166.67,914,1,高价值核心用户
37405144,1,22,1151.61,451,1,高价值核心用户
119373765,1,0,0.0,91,1,高价值核心用户
9268397,2,2,301.94,405,2,一般用户
131743040,4,1,62.74,22,3,一般用户
13565343,20,0,0.0,22,3,一般用户
136482450,1,0,0.0,948,1,高价值核心用户
118716181,1,17,875.05,433,1,高价值核心用户
118356281,1,2,310.79,948,1,高价值核心用户
93262868,1,27,2060.65,751,5,一般用户
39741393,1,0,0.0,250,1,高价值核心用户
118774009,3,15,757.7,346,2,一般用户
46066007,1,10,669.64,1351,1,高价值核心用户
44706382,2,0,0.0,353,2,一般用户
118839375,1,2,140.06,682,1,高价值核心用户
136797243,2,0,0.0,206,2,一般用户
46997903,1,0,0.0,500,1,高价值核心用户
63458915,1,1,108.51,330,1,高价值核心用户
142244794,1,24,1457.16,1493,1,高价值核心用户
76602764,1,0,0.0,98,1,高价值核心用户
94874137,3,0,0.0,137,2,一般用户
78587720,2,0,0.0,108,2,一般用户
118433993,1,100,3713.24,1031,5,一般用户
83490019,2,0,0.0,49,2,一般用户
94883880,1,51,3248.62,436,5,一般用户
48144461,1,4,182.65,124,1,高价值核心用户
65961855,2,362,4042.53,3117,0,一般用户
84019407,1,3,299.37,424,1,高价值核心用户
121711639,7,1,10.0,134,3,一般用户
55467860,1,13,1397.19,337,1,高价值核心用户
12570225,1,72,5883.94,2431,5,一般用户
84263296,2,3,85.36,258,2,一般用户
95302160,8,2,138.11,193,3,一般用户
61385318,1,0,0.0,245,1,高价值核心用户
47272457,6,1,126.3,230,3,一般用户
84894979,1,5,506.53,215,1,高价值核心用户
61739067,1,22,834.44,513,1,高价值核心用户
50145534,1,0,0.0,132,1,高价值核心用户
92010623,1,2,41.43,709,1,高价值核心用户
19368976,6,202,6902.04,1215,0,一般用户
100875707,1,1,127.72,1055,1,高价值核心用户
85372457,1,3,282.71,1360,1,高价值核心用户
54827821,1,7,457.08,245,1,高价值核心用户
121550598,1,0,0.0,112,1,高价值核心用户
131449826,1,57,4672.73,505,5,一般用户
65848846,3,93,3967.62,861,5,一般用户
60479111,4,1,408.22,483,3,一般用户
131917996,3,12,1124.83,147,2,一般用户
6274948,2,0,0.0,184,2,一般用户
135857964,3,2,114.61,224,2,一般用户
63929694,1,14,1907.88,896,1,高价值核心用户
136506198,2,98,4365.15,414,5,一般用户
101305944,1,45,1431.74,922,1,高价值核心用户
20329246,4,0,0.0,194,3,一般用户
88447964,1,93,3134.69,1403,5,一般用户
129998972,1,0,0.0,127,1,高价值核心用户
24381914,1,2,211.32,391,1,高价值核心用户
132063494,3,7,590.1,559,2,一般用户
137333703,2,0,0.0,218,2,一般用户
7956207,1,1,154.9,801,1,高价值核心用户
28204658,1,0,0.0,1257,1,高价值核心用户
31723437,2,1,146.34,220,2,一般用户
37756852,2,0,0.0,153,2,一般用户
139423598,1,1,86.0,428,1,高价值核心用户
10878250,1,1,98.92,766,1,高价值核心用户
39619583,1,0,0.0,430,1,高价值核心用户
65510821,1,3,167.79,763,1,高价值核心用户
80254452,1,20,1449.88,1106,1,高价值核心用户
140351939,1,8,721.72,403,1,高价值核心用户
90294602,1,0,0.0,106,1,高价值核心用户
46037072,2,0,0.0,88,2,一般用户
67840643,2,12,666.33,321,2,一般用户
90652803,1,0,0.0,132,1,高价值核心用户
52057006,1,60,2534.26,889,5,一般用户
91373045,1,1,119.07,1649,1,高价值核心用户
112171699,1,30,1873.24,2148,1,高价值核心用户
33054630,1,0,0.0,344,1,高价值核心用户
69807585,2,3,401.72,443,2,一般用户
140409125,1,0,0.0,955,1,高价值核心用户
68790834,8,0,0.0,22,3,一般用户
76639598,4,0,0.0,156,3,一般用户
36320937,14,0,0.0,16,3,一般用户
39980640,1,0,0.0,86,1,高价值核心用户
72834081,1,15,954.65,587,1,高价值核心用户
84517694,1,2,133.59,657,1,高价值核心用户
41333358,1,0,0.0,280,1,高价值核心用户
87810699,4,0,0.0,71,3,一般用户
45433328,1,2,195.42,1765,1,高价值核心用户
88972430,4,1,10.0,655,3,一般用户
52578253,1,1,101.47,386,1,高价值核心用户
76599103,1,0,0.0,1124,1,高价值核心用户
86711898,1,0,0.0,1236,1,高价值核心用户
54949966,1,5,334.76,475,1,高价值核心用户
20773583,1,37,1530.8,574,1,高价值核心用户
89428650,1,209,4502.33,2714,0,一般用户
55415825,3,51,1638.27,422,2,一般用户
95607772,2,2,296.53,306,2,一般用户
31942750,1,3,170.15,1078,1,高价值核心用户
79763295,1,1,10.0,672,1,高价值核心用户
95885873,1,62,4226.77,2055,5,一般用户
56219133,5,0,0.0,79,3,一般用户
116731919,1,0,0.0,112,1,高价值核心用户
61443186,1,0,0.0,320,1,高价值核心用户
11792254,1,37,2029.62,624,5,一般用户
52895098,1,25,2875.29,1515,5,一般用户
66132570,1,0,0.0,72,1,高价值核心用户
69195802,1,10,1047.21,1863,1,高价值核心用户
80384982,1,2,119.6,298,1,高价值核心用户
130368376,1,0,0.0,53,1,高价值核心用户
98894859,1,19,1326.56,149,1,高价值核心用户
82263291,3,0,0.0,132,2,一般用户
104683710,1,96,4536.88,667,5,一般用户
14067253,1,3,325.61,392,1,高价值核心用户
83389532,1,0,0.0,214,1,高价值核心用户
37218187,1,39,1064.24,1103,1,高价值核心用户
85310681,1,10,212.3,396,1,高价值核心用户
17713809,27,0,0.0,13,3,一般用户
17720083,1,18,875.37,466,1,高价值核心用户
90333804,2,14,1366.0,519,2,一般用户
10797721,2,3,79.86,152,2,一般用户
86929922,4,0,0.0,59,3,一般用户
88007634,1,0,0.0,290,1,高价值核心用户
28031374,3,0,0.0,50,2,一般用户
110612304,1,2,95.15,412,1,高价值核心用户
57846106,2,0,0.0,174,2,一般用户
3141769,1,0,0.0,313,1,高价值核心用户
97331850,1,17,1190.12,768,1,高价值核心用户
88950524,1,8,1062.5,870,1,高价值核心用户
63910679,1,68,5269.06,616,5,一般用户
96504901,1,1,62.44,1440,1,高价值核心用户
32435644,1,1,31.43,195,1,高价值核心用户
69486826,3,2,85.15,51,2,一般用户
70397129,1,0,0.0,376,1,高价值核心用户
118465665,1,3,442.44,794,1,高价值核心用户
34648649,1,5,502.32,442,1,高价值核心用户
43488815,1,2,173.59,536,1,高价值核心用户
89991765,1,31,1539.79,381,1,高价值核心用户
64585415,1,71,2308.78,487,5,一般用户
4567220,1,0,0.0,128,1,高价值核心用户
121986222,1,11,948.31,249,1,高价值核心用户
97226125,2,20,1522.07,424,2,一般用户
50530013,1,0,0.0,41,1,高价值核心用户
51619092,2,0,0.0,40,2,一般用户
90937322,4,0,0.0,101,3,一般用户
51969859,2,0,0.0,119,2,一般用户
46094459,1,1,10.0,249,1,高价值核心用户
991563,1,1,85.15,1393,1,高价值核心用户
105454547,1,1,10.0,291,1,高价值核心用户
52892259,1,0,0.0,388,1,高价值核心用户
91375354,1,0,0.0,225,1,高价值核心用户
122378590,1,60,2613.58,796,5,一般用户
66850651,1,0,0.0,475,1,高价值核心用户
47321903,1,64,2188.52,1000,5,一般用户
99117769,2,2,173.58,381,2,一般用户
100876687,1,80,3851.38,418,5,一般用户
10761548,2,0,0.0,378,2,一般用户
54258366,1,15,1356.42,330,1,高价值核心用户
97963484,1,3,82.58,457,1,高价值核心用户
10297132,1,30,1578.56,2045,1,高价值核心用户
75377193,1,45,3145.81,396,5,一般用户
99052668,1,1,85.15,362,1,高价值核心用户
101250285,1,46,2553.44,627,5,一般用户
110609527,7,0,0.0,79,3,一般用户
103606020,1,1,10.0,404,1,高价值核心用户
111598255,1,7,627.15,149,1,高价值核心用户
116399303,2,9,664.19,206,2,一般用户
56105906,2,1,113.71,164,2,一般用户
128289511,1,7,737.08,1359,1,高价值核心用户
83618059,1,21,767.65,526,1,高价值核心用户
10455102,1,59,4969.54,824,5,一般用户
120305341,1,0,0.0,1250,1,高价值核心用户
59286093,6,0,0.0,271,3,一般用户
10437655,1,114,6087.67,1025,0,一般用户
60550509,1,18,1078.27,263,1,高价值核心用户
47534581,2,0,0.0,268,2,一般用户
89118490,1,0,0.0,499,1,高价值核心用户
6442389,1,0,0.0,312,1,高价值核心用户
5057199,1,1,154.55,535,1,高价值核心用户
65762927,1,0,0.0,55,1,高价值核心用户
65820387,1,18,879.41,1552,1,高价值核心用户
10630192,1,285,7127.65,1883,0,一般用户
89748192,2,0,0.0,737,2,一般用户
106383829,2,0,0.0,93,2,一般用户
59247271,1,46,2414.73,477,5,一般用户
113323725,1,2,258.88,224,1,高价值核心用户
127437540,4,0,0.0,51,3,一般用户
130289104,1,0,0.0,598,1,高价值核心用户
1053725,1,1,43.39,710,1,高价值核心用户
115244645,1,0,0.0,453,1,高价值核心用户
129528383,1,5,495.0,122,1,高价值核心用户
137463180,1,4,427.51,1513,1,高价值核心用户
5950556,1,0,0.0,1246,1,高价值核心用户
122921831,8,0,0.0,23,3,一般用户
123963959,1,0,0.0,294,1,高价值核心用户
99404305,6,1,310.59,93,3,一般用户
130739831,1,11,1104.36,791,1,高价值核心用户
10068052,4,3,288.81,439,3,一般用户
122030046,4,19,713.56,229,3,一般用户
69389641,6,1,83.61,535,3,一般用户
125935855,2,47,2432.87,215,5,一般用户
1105998,1,9,488.82,225,1,高价值核心用户
128396032,1,2,232.19,603,1,高价值核心用户
102712222,1,0,0.0,459,1,高价值核心用户
127939985,1,37,1609.95,174,1,高价值核心用户
116384466,1,39,2880.85,1081,5,一般用户
132019582,1,15,579.66,296,1,高价值核心用户
70851841,2,3,69.86,195,2,一般用户
132061340,1,172,6719.54,1678,0,一般用户
132323947,1,49,3526.72,691,5,一般用户
74889564,3,0,0.0,24,2,一般用户
77252588,1,0,0.0,624,1,高价值核心用户
103267275,1,11,904.03,91,1,高价值核心用户
131701813,1,1,86.0,269,1,高价值核心用户
106815559,1,0,0.0,2202,1,高价值核心用户
595598,1,5,458.19,1213,1,高价值核心用户
13213333,1,2,338.85,1466,1,高价值核心用户
138324819,1,0,0.0,395,1,高价值核心用户
81541985,1,6,442.92,484,1,高价值核心用户
133651025,1,23,696.37,277,1,高价值核心用户
126544321,1,20,2135.73,304,5,一般用户
135020964,2,0,0.0,364,2,一般用户
141439882,1,8,674.59,181,1,高价值核心用户
137385958,1,1,31.1,763,1,高价值核心用户
29853992,1,3,156.12,201,1,高价值核心用户
81923955,1,24,1195.54,214,1,高价值核心用户
60059149,1,0,0.0,16,1,高价值核心用户
60481646,7,1,10.0,131,3,一般用户
65519398,1,50,2962.38,1286,5,一般用户
31408686,3,13,848.51,197,2,一般用户
88211444,1,0,0.0,175,1,高价值核心用户
137328784,1,0,0.0,81,1,高价值核心用户
140790174,5,6,378.34,129,3,一般用户
141754029,1,19,1137.07,848,1,高价值核心用户
33808787,1,25,1457.8,1780,1,高价值核心用户
133809580,19,0,0.0,7,3,一般用户
135080969,1,3,137.13,747,1,高价值核心用户
137612644,1,3,173.9,360,1,高价值核心用户
139878247,1,0,0.0,30,1,高价值核心用户
14670891,1,0,0.0,249,1,高价值核心用户
13228640,1,11,775.02,241,1,高价值核心用户
25475467,2,0,0.0,175,2,一般用户
14282886,1,4,498.72,292,1,高价值核心用户
99124479,1,0,0.0,291,1,高价值核心用户
102499292,7,2,277.11,134,3,一般用户
135968605,1,1,107.77,443,1,高价值核心用户
109255415,2,1,139.35,40,2,一般用户
134165117,2,0,0.0,162,2,一般用户
26277198,1,12,1020.35,665,1,高价值核心用户
1034452,2,6,516.16,58,2,一般用户
113104667,1,158,6112.83,876,0,一般用户
107552130,1,0,0.0,853,1,高价值核心用户
135408101,8,0,0.0,182,3,一般用户
20243905,1,44,2708.02,1300,5,一般用户
68068629,1,1,217.25,491,1,高价值核心用户
15392376,1,0,0.0,744,1,高价值核心用户
140643525,2,0,0.0,208,2,一般用户
141142627,1,49,2329.65,569,5,一般用户
29351255,2,0,0.0,206,2,一般用户
7055673,1,11,541.76,735,1,高价值核心用户
29855200,1,0,0.0,437,1,高价值核心用户
109202768,1,0,0.0,150,1,高价值核心用户
1160607,1,8,1094.74,2564,1,高价值核心用户
110058610,1,0,0.0,334,1,高价值核心用户
20347929,1,61,2420.48,742,5,一般用户
35829490,1,3,268.36,335,1,高价值核心用户
36090137,1,7,515.27,960,1,高价值核心用户
112342350,1,186,7067.65,1014,0,一般用户
1533523,2,0,0.0,24,2,一般用户
17886992,1,5,507.65,142,1,高价值核心用户
70960824,1,3,453.98,187,1,高价值核心用户
20997825,1,19,310.41,1488,1,高价值核心用户
35967319,1,0,0.0,91,1,高价值核心用户
26938449,1,0,0.0,974,1,高价值核心用户
36110156,1,1,33.68,175,1,高价值核心用户
71671024,2,15,1575.26,846,2,一般用户
2183798,1,0,0.0,516,1,高价值核心用户
43931030,2,0,0.0,156,2,一般用户
39090755,1,5,764.08,774,1,高价值核心用户
44389792,1,7,1075.24,1201,1,高价值核心用户
11695398,1,22,1251.46,178,1,高价值核心用户
21931159,2,0,0.0,279,2,一般用户
121327008,1,12,672.85,205,1,高价值核心用户
12683992,1,13,824.98,187,1,高价值核心用户
24288984,1,106,3269.25,1084,5,一般用户
2910556,1,0,0.0,751,1,高价值核心用户
73241517,1,0,0.0,317,1,高价值核心用户
127524049,1,2,76.74,1166,1,高价值核心用户
73574022,1,19,989.41,1068,1,高价值核心用户
44976866,1,0,0.0,63,1,高价值核心用户
25515014,1,0,0.0,209,1,高价值核心用户
116751277,15,1,10.0,183,3,一般用户
48470191,1,318,9120.8,1807,0,一般用户
34978960,1,1,10.0,217,1,高价值核心用户
44909131,1,3,323.28,541,1,高价值核心用户
33909374,2,0,0.0,60,2,一般用户
118159372,1,0,0.0,50,1,高价值核心用户
34757104,1,8,381.81,175,1,高价值核心用户
47289191,1,1,198.21,680,1,高价值核心用户
118282748,1,90,4283.29,978,5,一般用户
39744838,1,0,0.0,62,1,高价值核心用户
40026875,5,2,120.35,270,3,一般用户
26253026,1,1,192.75,515,1,高价值核心用户
40492706,1,4,386.47,221,1,高价值核心用户
133240213,1,2,136.88,3803,1,高价值核心用户
47908754,2,97,3705.12,632,5,一般用户
74781533,2,1,76.66,94,2,一般用户
60159990,1,27,1885.83,1741,1,高价值核心用户
46661434,2,0,0.0,64,2,一般用户
75419895,3,1,151.82,351,2,一般用户
47942346,1,73,3277.32,412,5,一般用户
28623961,1,29,2584.14,677,5,一般用户
123157899,1,42,1386.63,445,1,高价值核心用户
78324634,1,3,100.88,695,1,高价值核心用户
49815803,1,7,883.94,551,1,高价值核心用户
69869187,1,1,88.94,462,1,高价值核心用户
123848513,1,301,10975.83,1917,0,一般用户
54242064,5,0,0.0,271,3,一般用户
48689754,2,2,147.72,208,2,一般用户
31943268,1,11,1100.52,117,1,高价值核心用户
71883073,1,0,0.0,588,1,高价值核心用户
497764,1,103,3980.63,1960,5,一般用户
35473939,2,0,0.0,44,2,一般用户
54917114,4,4,666.21,92,3,一般用户
35806116,1,30,1546.15,768,1,高价值核心用户
7843229,1,4,302.97,425,1,高价值核心用户
55575058,1,0,0.0,517,1,高价值核心用户
60366651,2,212,4467.66,1432,0,一般用户
84949737,1,281,12430.36,2739,0,一般用户
74056865,1,61,2701.96,446,5,一般用户
37309352,1,17,1036.75,950,1,高价值核心用户
55619772,1,0,0.0,133,1,高价值核心用户
5938241,1,15,855.32,1956,1,高价值核心用户
83768290,1,0,0.0,17,1,高价值核心用户
84439492,3,0,0.0,38,2,一般用户
84698728,1,113,5791.74,1735,0,一般用户
57638892,1,0,0.0,478,1,高价值核心用户
37557912,1,1,62.74,185,1,高价值核心用户
124107376,1,5,203.74,846,1,高价值核心用户
67933987,1,4,445.86,862,1,高价值核心用户
37820897,2,6,411.8,78,2,一般用户
41890917,1,16,918.32,364,1,高价值核心用户
70284542,1,1,10.0,63,1,高价值核心用户
43794910,1,13,737.84,1908,1,高价值核心用户
74335212,4,1,65.24,76,3,一般用户
76038007,1,2,312.21,359,1,高价值核心用户
126550215,1,0,0.0,504,1,高价值核心用户
92892459,1,112,2983.51,1109,5,一般用户
69033110,6,0,0.0,15,3,一般用户
72515822,1,0,0.0,542,1,高价值核心用户
80795824,1,0,0.0,248,1,高价值核心用户
133429407,1,0,0.0,1596,1,高价值核心用户
62492081,3,0,0.0,47,2,一般用户
70441355,1,2,236.53,487,1,高价值核心用户
127020436,3,6,345.01,104,2,一般用户
82448685,1,35,2376.94,1450,5,一般用户
85947802,2,0,0.0,54,2,一般用户
90892502,1,46,2551.15,344,5,一般用户
136742304,9,4,97.95,73,3,一般用户
139793464,1,23,1694.13,1295,1,高价值核心用户
73966521,1,1,10.0,202,1,高价值核心用户
9435211,2,0,0.0,246,2,一般用户
81506172,1,2,228.49,739,1,高价值核心用户
77374787,1,924,8780.45,5565,6,一般用户
96074973,3,3,394.92,129,2,一般用户
96412786,1,132,5640.57,993,0,一般用户
8362294,5,0,0.0,93,3,一般用户
82109537,5,1,96.18,33,3,一般用户
89358432,3,0,0.0,106,2,一般用户
99529968,1,528,6177.02,2688,6,一般用户
101256206,2,3,233.74,741,2,一般用户
87365875,2,37,664.44,645,2,一般用户
93232203,1,15,1019.38,1908,1,高价值核心用户
133581105,1,1,165.75,182,1,高价值核心用户
59057185,3,1,408.22,98,2,一般用户
135928388,2,0,0.0,364,2,一般用户
61454609,1,0,0.0,46,1,高价值核心用户
141464286,1,0,0.0,134,1,高价值核心用户
73416552,1,3,319.73,121,1,高价值核心用户
142138619,1,0,0.0,315,1,高价值核心用户
76228001,1,2,310.48,431,1,高价值核心用户
9375305,2,0,0.0,64,2,一般用户
94696104,1,0,0.0,505,1,高价值核心用户
136588388,2,1,10.0,30,2,一般用户
138003090,1,2,165.19,295,1,高价值核心用户
97217634,1,13,969.51,687,1,高价值核心用户
101304117,1,14,584.91,628,1,高价值核心用户
16476024,1,100,2754.84,1044,5,一般用户
139944915,1,0,0.0,102,1,高价值核心用户
140770379,1,1,215.3,495,1,高价值核心用户
78566320,3,19,766.51,821,2,一般用户
107324439,1,9,592.2,222,1,高价值核心用户
19353465,1,3,395.85,758,1,高价值核心用户
98133460,1,25,1125.23,1521,1,高价值核心用户
100310156,2,0,0.0,148,2,一般用户
99503510,1,1,165.08,1364,1,高价值核心用户
104728454,7,0,0.0,164,3,一般用户
115621707,1,41,1794.33,724,5,一般用户
105638508,1,6,651.01,416,1,高价值核心用户
93456477,1,0,0.0,380,1,高价值核心用户
107628666,6,0,0.0,352,3,一般用户
21824858,1,48,3985.84,2014,5,一般用户
7874812,1,11,1321.1,167,1,高价值核心用户
108969823,1,0,0.0,427,1,高价值核心用户
11089553,1,35,3201.72,812,5,一般用户
82095778,5,0,0.0,87,3,一般用户
86839210,2,0,0.0,469,2,一般用户
117718025,1,33,3144.82,2816,5,一般用户
20799662,1,43,2979.89,317,5,一般用户
110615671,1,2,282.69,632,1,高价值核心用户
24700160,20,0,0.0,30,3,一般用户
2588780,1,2,259.88,715,1,高价值核心用户
88209434,1,4,226.73,1141,1,高价值核心用户
113163428,1,0,0.0,57,1,高价值核心用户
118213394,1,2,20.0,268,1,高价值核心用户
114968456,1,13,1164.15,1099,1,高价值核心用户
9150141,4,1,137.79,56,3,一般用户
112037904,1,1,42.78,700,1,高价值核心用户
121985878,1,67,2795.72,614,5,一般用户
31993013,1,42,3464.61,1065,5,一般用户
24564910,7,1,62.44,62,3,一般用户
25306731,2,0,0.0,171,2,一般用户
91504246,1,0,0.0,555,1,高价值核心用户
130031214,1,0,0.0,1155,1,高价值核心用户
26052997,1,1,177.07,2043,1,高价值核心用户
115634728,1,1,128.93,926,1,高价值核心用户
116473435,1,47,4159.99,400,5,一般用户
46288368,1,17,1425.09,669,1,高价值核心用户
91836183,1,2,121.2,964,1,高价值核心用户
117274933,1,97,3616.94,980,5,一般用户
121314594,1,0,0.0,314,1,高价值核心用户
83681730,1,1,98.92,629,1,高价值核心用户
121984122,1,40,2057.14,255,5,一般用户
54707710,2,20,1493.3,331,2,一般用户
126576453,2,1,91.44,1090,2,一般用户
115912928,1,104,2311.21,671,5,一般用户
134152329,1,2,337.12,710,1,高价值核心用户
66200828,1,13,875.4,780,1,高价值核心用户
91638650,7,0,0.0,123,3,一般用户
9573620,2,1,10.0,1061,2,一般用户
122338823,1,6,808.49,5536,1,高价值核心用户
9171135,1,6,547.66,400,1,高价值核心用户
117961451,1,231,9946.54,2814,0,一般用户
13616260,3,0,0.0,5,2,一般用户
139413160,1,618,9932.08,2162,6,一般用户
92949931,1,6,368.74,408,1,高价值核心用户
135566570,1,2,264.67,198,1,高价值核心用户
69505718,1,65,4577.78,1494,5,一般用户
95937118,3,1,118.58,75,2,一般用户
138524216,1,0,0.0,1142,1,高价值核心用户
27478941,1,4,342.02,521,1,高价值核心用户
97795315,1,0,0.0,2277,1,高价值核心用户
103133076,4,4,519.13,940,3,一般用户
99926967,2,78,4051.4,980,5,一般用户
111943165,1,106,3184.35,679,5,一般用户
27839004,1,3,297.0,926,1,高价值核心用户
116059925,1,41,3550.54,400,5,一般用户
20080716,1,5,792.48,602,1,高价值核心用户
71126415,1,94,4035.87,1008,5,一般用户
142128942,1,30,1958.54,1623,5,一般用户
10960939,1,5,687.94,235,1,高价值核心用户
11805206,1,5,601.84,650,1,高价值核心用户
111213707,1,146,3543.99,1730,5,一般用户
32535404,1,5,403.98,140,1,高价值核心用户
20643274,20,130,6170.11,597,0,一般用户
34795094,1,5,262.68,486,1,高价值核心用户
121632160,2,54,3035.21,963,5,一般用户
119687381,3,0,0.0,34,2,一般用户
120685346,1,1,59.86,756,1,高价值核心用户
38019351,1,7,707.26,117,1,高价值核心用户
71964200,6,0,0.0,154,3,一般用户
40259154,1,0,0.0,74,1,高价值核心用户
22393155,1,20,1710.38,1821,1,高价值核心用户
4102557,1,2,69.9,1217,1,高价值核心用户
76865333,1,2,340.42,82,1,高价值核心用户
79151138,4,0,0.0,124,3,一般用户
16851866,1,28,692.69,395,1,高价值核心用户
79314283,1,0,0.0,104,1,高价值核心用户
128865557,1,0,0.0,55,1,高价值核心用户
136425962,1,2,357.65,1795,1,高价值核心用户
79603001,1,35,1703.61,277,1,高价值核心用户
127666689,2,1,199.69,139,2,一般用户
16933430,2,0,0.0,433,2,一般用户
130132447,1,9,956.9,2321,1,高价值核心用户
85642720,1,5,364.52,93,1,高价值核心用户
86658749,1,15,1066.71,463,1,高价值核心用户
111961699,1,6,414.5,814,1,高价值核心用户
17374737,2,24,829.92,438,2,一般用户
4338344,1,39,2124.41,755,5,一般用户
88749982,1,0,0.0,139,1,高价值核心用户
247543,2,16,1576.37,441,2,一般用户
122383360,1,17,1066.7,733,1,高价值核心用户
97436550,1,4,584.65,210,1,高价值核心用户
116718712,1,1,195.78,470,1,高价值核心用户
26084013,2,37,1833.96,208,2,一般用户
2267344,1,3,372.07,1110,1,高价值核心用户
28806122,1,0,0.0,712,1,高价值核心用户
99327806,1,1,15.02,142,1,高价值核心用户
101120745,1,514,10690.54,2557,6,一般用户
43631068,1,7,409.48,1125,1,高价值核心用户
11975256,2,17,1221.84,207,2,一般用户
126596574,12,1,42.65,82,3,一般用户
131787268,1,38,1691.5,1819,1,高价值核心用户
136958026,1,0,0.0,328,1,高价值核心用户
127584816,1,1,132.32,138,1,高价值核心用户
127896334,1,1,42.78,419,1,高价值核心用户
138467876,2,9,1074.13,488,2,一般用户
23873275,1,1,94.04,156,1,高价值核心用户
28911161,1,86,5125.94,528,5,一般用户
13408757,2,0,0.0,229,2,一般用户
25775757,28,0,0.0,80,3,一般用户
28373415,1,159,6579.33,2228,0,一般用户
134109810,1,122,4887.88,2377,5,一般用户
137129651,1,0,0.0,411,1,高价值核心用户
44144817,1,0,0.0,283,1,高价值核心用户
213655,1,2,257.65,1223,1,高价值核心用户
32438624,1,6,571.9,727,1,高价值核心用户
138554874,1,33,1297.44,534,1,高价值核心用户
56346664,1,22,1107.37,325,1,高价值核心用户
58585610,2,0,0.0,95,2,一般用户
139220719,4,51,1719.82,1411,3,一般用户
62603897,1,0,0.0,288,1,高价值核心用户
32837469,1,0,0.0,381,1,高价值核心用户
